;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11
N45;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N46;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N47;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N48;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N49;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N50;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N51;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N52;0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 
N53;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N54;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N55;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N56;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N57;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N58;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N59;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N60;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N61;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N62;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N63;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N64;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N65;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N66;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N67;0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 0; 
N68;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N69;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N70;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N71;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N72;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N73;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N74;0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N75;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N76;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N77;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N78;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N79;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N80;0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N81;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N82;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N83;0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 
N84;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N85;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N86;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N87;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N88;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N89;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N90;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N91;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N92;0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
N93;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
N94;0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 
N95;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
N96;0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 
N97;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
N98;0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 
N99;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 
N100;0; 0; 1; 1; 1; 1; 1; 0; 0; 0; 0; 
N101;0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 
N102;0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 
N103;0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 1; 
N104;0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 
N105;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
N106;0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 
N107;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N108;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N109;0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 
N110;0; 0; 0; 1; 0; 1; 1; 0; 0; 1; 1; 
N111;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N112;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N113;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N114;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N115;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N116;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N117;0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 
N118;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N119;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N120;0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 
N121;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N122;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N123;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N124;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N125;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N126;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N127;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N128;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N129;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 
N130;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N131;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N132;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N133;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N134;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N135;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N136;0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 
N137;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N138;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N139;0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 
N140;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N141;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N142;0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 
N143;0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 
N144;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
N145;0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 
N146;0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 
N147;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
N148;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
N149;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
N150;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
N151;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
N152;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
N153;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
N154;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
N155;0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 
N156;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N157;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N158;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N159;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N160;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N161;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N162;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N163;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N164;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N165;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N166;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N167;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N168;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N169;0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 
N170;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
N171;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
N172;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
N173;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
N174;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
N175;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
N176;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
N177;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
N178;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
N179;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
N180;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
N181;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
N182;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
N183;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
